,Unnamed: 0,latitude,longitude,ward_name,lga_name,Name of Center
30,30,10.666228000402,6.54565799966832,Magajin Gari 1,Birnin Gwari,Badamuwa Nursing Home
31,31,10.6634628,6.39625780000006,Magajin Gari 2,Birnin Gwari,Tashar Kaji Health Post
32,32,10.6678210000001,6.53767000000005,Magajin Gari 2,Birnin Gwari,Ijinga Health Center
33,33,10.64680145,6.529563423,Magajin Gari 2,Birnin Gwari,Health Clinic Bugai
34,34,10.6121200000001,6.48968500000007,Magajin Gari 2,Birnin Gwari,Nassarawa Health Center
35,35,10.70609,6.55802,Magajin Gari 2,Birnin Gwari,Old Birnin Gwari Health Center
36,36,10.6587230000001,6.44888300000002,Magajin Gari 2,Birnin Gwari,Awaro Health Clinic
37,37,10.64467,6.52232,Magajin Gari 2,Birnin Gwari,Dogon Hawa Health Center
38,38,10.6654549998768,6.53637700036234,Magajin Gari 2,Birnin Gwari,Al'umma Nursing Home And Maternityy
39,39,10.6586062120001,6.53522934700004,Magajin Gari 2,Birnin Gwari,Jibril Maigwari Memorial Hospital
40,40,10.6679769995904,6.53894100010444,Magajin Gari 2,Birnin Gwari,Talle Memorial Nursing Andmaternity Home
41,41,10.6583910000771,6.53469800022157,Magajin Gari 2,Birnin Gwari,Jmmh B Gwari
42,42,10.6636369996415,6.42641699964969,Magajin Gari 2,Birnin Gwari,Rimi Clinic
43,43,10.666623406,6.54131284000005,Magajin Gari 2,Birnin Gwari,Unguwan Halidu Primary Health Center
44,44,10.7225599996769,6.47415500008543,Magajin Gari 2,Birnin Gwari,Magajin Gari Ii Health Center
45,45,10.6468014500001,6.52956342300007,Magajin Gari 2,Birnin Gwari,Bugai Health Center
46,46,10.6481870000001,6.52736200000004,Magajin Gari 2,Birnin Gwari,Bagoma Health Center
47,47,10.99146,6.63656,Magajin Gari 3,Birnin Gwari,Kandamin Daka Health Clinic
48,48,10.9068269998777,6.57124000005012,Magajin Gari 3,Birnin Gwari,Gwaska Primary Health Center
49,49,10.9298041770365,6.75853861745182,Magajin Gari 3,Birnin Gwari,Maganda Health Center
50,50,11.0170688000001,6.78800880000006,Magajin Gari 3,Birnin Gwari,Old Gwari Health Post
51,51,11.0546600003233,6.90035299966695,Magajin Gari 3,Birnin Gwari,Magajin Gari 3 Primary Health Center
52,52,10.92519,6.75706830000007,Magajin Gari 3,Birnin Gwari,Maganda Primary Health Center
53,53,11.086305,6.79464200000007,Magajin Gari 3,Birnin Gwari,Unguwar Mallam Health Post
54,54,10.9289959999405,6.75637699984202,Magajin Gari 3,Birnin Gwari,Maganda Primary Health Care
55,55,11.0555427,6.90081880000002,Magajin Gari 3,Birnin Gwari,Saulawa Health Post
56,56,11.006944,6.56966300000005,Magajin Gari 3,Birnin Gwari,Goron Dutse Heath Center
57,57,10.661214,6.19015400000006,Randagi,Birnin Gwari,Kimbi Health Clinic
58,58,10.499608,6.27467400000006,Randagi,Birnin Gwari,Kungi Health Center
59,59,10.5375950000019,6.11494400001845,Randagi,Birnin Gwari,Ukuga Health Post
60,60,10.5514830000001,6.14900700000004,Randagi,Birnin Gwari,Randagi Primary Health Center
61,61,10.606661,6.18088800000004,Randagi,Birnin Gwari,Shirya Health Clinic
62,62,10.558658,6.21612800000003,Randagi,Birnin Gwari,Jinga Health Post
63,63,10.415334,6.19390200000004,Randagi,Birnin Gwari,Kuki Health Post
64,64,10.558537000231,6.38388799975326,Randagi,Birnin Gwari,Ungwan Baduku Health Clinic
65,65,10.552674,6.27639100000005,Randagi,Birnin Gwari,Nsarawa Health Center
66,66,10.54573,6.27724,Randagi,Birnin Gwari,Bugai Health Clinic
67,67,10.5607180000001,6.32448500000004,Randagi,Birnin Gwari,Dawakin Bassa Health Center
68,68,11.068093,7.04509000000007,Damari,Birnin Gwari,Gwanda Health Post
69,69,10.97131,7.123291,Damari,Birnin Gwari,Ingade Health Clinic
70,70,11.0485229490001,6.99678448500003,Damari,Birnin Gwari,Kadaura Primary Health Center
71,71,11.0355200000001,7.05767800000007,Damari,Birnin Gwari,Takama Primary Health Center
72,72,11.118303,7.09496000000007,Dogondawa,Birnin Gwari,Unguwan Danko Health Post
73,73,11.11276,7.12624,Dogondawa,Birnin Gwari,Saminaka Health Center
74,74,11.0414210000001,7.13267000000008,Dogondawa,Birnin Gwari,Funtua Badadi Health Post
75,75,11.0371240000001,7.09492600000004,Dogondawa,Birnin Gwari,Dogondawa Primary Health Center
76,76,11.1749300000001,7.05169700000005,Kutemeshi,Birnin Gwari,Unguwan Yahaya Health Post
77,77,11.120481,7.00039900000007,Kutemeshi,Birnin Gwari,Unguwan Gajere Primary Health Center
78,78,11.194757,6.94069900000005,Kuyello,Birnin Gwari,Tiv Center Health Post
79,79,11.2236733300001,6.97608833300006,Kuyello,Birnin Gwari,Unguwan Dinya Health Post
80,80,11.1805699998732,6.99091300019819,Kuyello,Birnin Gwari,Kuyello Health Center
81,81,11.247286,6.94607400000007,Kuyello,Birnin Gwari,Unguwan Gangare Health Post
82,82,11.16395,6.85345,Kuyello,Birnin Gwari,Kwaza Kwaza Health Center
83,83,11.18375,6.96561,Kuyello,Birnin Gwari,Yankan Dutse Health Center
84,84,11.212653,6.90596900000003,Kuyello,Birnin Gwari,Hayin Mata Health Post
85,85,11.17746,6.78816,Kuyello,Birnin Gwari,Mai Kasuwa Health Center
86,86,11.21424,6.77099,Kuyello,Birnin Gwari,Dokan Ruwa Health Center
87,87,11.266839000489,6.78667500042809,Kuyello,Birnin Gwari,Ungwan Zakara Health Clinic
88,88,11.1723475000001,6.85318500000005,Kuyello,Birnin Gwari,Kwasakwasa Health Post
89,89,11.25517,6.96079,Kuyello,Birnin Gwari,Mamman Yalwa Health Center
90,90,11.29688,6.981323,Tabanni,Birnin Gwari,Layin Lasan Primary Health Clinic
91,91,11.34681,6.99676,Tabanni,Birnin Gwari,Old Tabanni Health Center
92,92,11.3533554494141,6.9366570770103,Tabanni,Birnin Gwari,Tabanni Primary Health Center
93,93,11.3311100001581,6.86069399972053,Tabanni,Birnin Gwari,Maikiyasuwa 1 Health Clinic
94,94,11.33244,6.87356,Tabanni,Birnin Gwari,Gwaron Dutse Health Center
95,95,11.33023,7.00067300000006,Tabanni,Birnin Gwari,Unguwan Ahmed Health Post
96,96,10.06659,7.04481,Chikun,Chikun,Gwanda Health Clinic
97,97,10.2473779998131,7.03873099968825,Chikun,Chikun,Dakunu Health Post
98,98,10.2728990000001,7.10882800000007,Chikun,Chikun,Chikun Primary Health Care
99,99,10.02971,7.11150000000004,Chikun,Chikun,Sarkin Pawa Primary Health Center
100,100,10.1246000003912,7.16380999967356,Chikun,Chikun,Gadami Health Post
101,101,10.045851,7.10354700000005,Chikun,Chikun,Katarma Primary Health Center
102,102,10.244788,7.04905200000007,Chikun,Chikun,Chukun Primary Health Center
103,103,10.309465999999,7.18826200028758,Gwagwada,Chikun,Unguwan Turai Clinic
104,104,10.257618,7.22739100000007,Gwagwada,Chikun,Sunsunge Health Center
105,105,10.2764290000001,7.35759900000005,Gwagwada,Chikun,Dutse Primary Health Center
106,106,10.0847656060001,7.36980006300007,Gwagwada,Chikun,Magajin Gari 11 Health Clinic
107,107,10.1943899998103,7.1599900000781,Gwagwada,Chikun,Kajari Clinic
108,108,10.2843909999617,7.30258399996399,Gwagwada,Chikun,Bakin Kasuwa Health Clinic
109,109,10.253634,7.22819700000002,Gwagwada,Chikun,Gwagwada Primary Health Center
110,110,10.40482,7.40709000000004,Kakau,Chikun,Buwaya Health Clinic
111,111,10.3702620830001,7.40639463500003,Kakau,Chikun,Daji Primary Health Center
112,112,10.3382499000001,7.51614130000007,Kakau,Chikun,Kankomi Primary Health Center
113,113,10.4312259997292,7.40183400039973,Kakau,Chikun,Gonin Gora Primary Health Center
114,114,10.407636,7.40584200000006,Kakau,Chikun,Buwaya Health Clinic
115,115,10.3749510000001,7.39526300000006,Kakau,Chikun,Safiya Medical Center
116,116,10.3353609995934,7.52165999981582,Kakau,Chikun,Kankomi Health Clinic
117,117,10.317839506,7.38784528000002,Kakau,Chikun,Sabon Gayan Primary Health Center
118,118,10.428530999898,7.39464599951577,Kakau,Chikun,Shalom Hospital Gonin Gora Kaduna
119,119,10.4304905110001,7.39620354300007,Kakau,Chikun,Gonin Gora Primary Health Center
120,120,10.485731,7.31984600000004,Kakau,Chikun,Layi Dispensary
121,121,10.3852830000001,7.45570400000003,Kakau,Chikun,Kakau Daji Primary Health Center
122,122,10.414334737,7.40760339100007,Kakau,Chikun,Adonai Medical Center
123,123,10.4077619997865,7.40584300012364,Kakau,Chikun,Zaitun Clinic Buwaya
124,124,10.428299,7.35599500000006,Kakau,Chikun,Kakau Primary Health Care Center
125,125,10.342051,7.45462500000002,Kakau,Chikun,Unguwar Ayaba Dispensary
126,126,10.4288250000979,7.40193700046967,Kakau,Chikun,Adonai Medical Center Clinicandmaternity
127,127,10.558365,7.49345666700003,Kujama,Chikun,Keke Keke Village Primary Health Center
128,128,10.477357000073,7.63829500006386,Kujama,Chikun,Bennatu Taimako Clinic And Nursing Home
129,129,10.4782714840001,7.63708496100003,Kujama,Chikun,Salama Clinic
130,130,10.4580340000001,7.63791200000003,Kujama,Chikun,Kujama Primary Health Center
131,131,10.4802015,7.63357760000002,Kujama,Chikun,Salvation and Maternity Clinic
132,132,10.554472,7.52877800000005,Kujama,Chikun,Doka Primary Health Center
133,133,10.3477049999806,7.54881400026568,Kujama,Chikun,Kakau Health Clinic
134,134,10.480873,7.65081100000003,Kujama,Chikun,Kujama Rural Hospital
135,135,10.4783059997179,7.63672599999779,Kujama,Chikun,Salvation Clinic Tudun Wada
136,136,10.4802200000183,7.63347999979226,Kujama,Chikun,Salvation Health Clinic
137,137,10.4762990003542,7.63196599976357,Kujama,Chikun,Ab Nasara Nursing Home And Maternity
138,138,10.4765356,7.63550260000005,Kujama,Chikun,Tundun Wada Primary Health Center
139,139,10.4782714840001,7.63427734400005,Kujama,Chikun,Sauki Clinic
140,140,10.5284459997856,7.61597099989575,Kujama,Chikun,Tokache Health Clinic
141,141,10.6269049996839,6.92887300004492,Kunai,Chikun,Kauna Clinic
142,142,10.621479,7.23064600000004,Kunai,Chikun,Buruku Primary Health Center
143,143,10.6334838870001,6.93249511700003,Kunai,Chikun,Rimi Clinic
144,144,10.6170910000157,7.23302999970531,Kunai,Chikun,Alheri Clinic And Matarnity
145,145,10.483119,7.20573500000006,Kunai,Chikun,Kasaya Primary Health Center
146,146,10.5618930000001,7.22454100000004,Kunai,Chikun,Baranje Health Clinic
147,147,10.5807754000001,7.20474660000002,Kunai,Chikun,Dande Health Clinic
148,148,10.6190100000001,7.25985000000003,Kunai,Chikun,Forest Maternity Clinic
149,149,10.6316149998841,6.92644700039659,Kunai,Chikun,Jam Sago Clinic Udawa
150,150,10.6194840000001,7.23719870000002,Kunai,Chikun,Buruku Hauwa Clinic
151,151,10.62086,7.23319,Kunai,Chikun,Kajari Health Post
152,152,10.5807880003496,7.20458700037966,Kunai,Chikun,Dande Health Clinic
153,153,10.635517,6.94189700000004,Kunai,Chikun,Udawa Primary Health Center
154,154,10.6315419998345,6.9271519998756,Kunai,Chikun,Hijaba Clinic And Maternity
155,155,10.6195999997205,7.23731999962018,Kunai,Chikun,Hauwa Clinic Buruku
156,156,10.6378400001137,7.16494000044139,Kunai,Chikun,Rumana Gwan Health Post
157,157,10.7046530000001,6.80137200000007,Kuriga,Chikun,Kuriga Primary Health Center
158,158,10.7012580002033,6.8064469998622,Kuriga,Chikun,Shekwo Bagu Maternity
159,159,10.464453,7.44596690000003,Narayi,Chikun,Narayi Family Care Hospital
160,160,10.4653529696103,7.44100552682249,Narayi,Chikun,Gabachuwa Health Clinic
161,161,10.4519339997993,7.43975800016727,Narayi,Chikun,My Children Hospital
162,162,10.4509050001001,7.44533499995657,Narayi,Chikun,Dewas Specialist Hospital
163,163,10.4750509995062,7.44657299979775,Narayi,Chikun,Wilbasom Hospital Narayi
164,164,10.4727049999122,7.44157000039843,Narayi,Chikun,Tudun Muntsira Tuberclosis Maternity And Child Health Clinic Narayi
165,165,10.4596230000236,7.44549100006259,Narayi,Chikun,El Shadia Clinic
166,166,10.4758840000722,7.44466100049863,Narayi,Chikun,Otmos Diagnose Narayi
167,167,10.4644260002871,7.44585400030923,Narayi,Chikun,Family Hospital Narayi
168,168,10.46448,7.445923,Narayi,Chikun,Narayi Family Hospital
169,169,10.47660199956,7.45736900013316,Narayi,Chikun,Bayan Dutse Primary Health Care
170,170,10.4654964000001,7.44082130000004,Narayi,Chikun,Bishini Health Clinic
171,171,10.4655438696103,7.44112702682249,Narayi,Chikun,Bishini Health Clinic
172,172,10.4719900000001,7.45437500000003,Narayi,Chikun,Bayan Dutse Primary Health Center
173,173,10.4760515,7.39780030000003,Nassarawa,Chikun,Sanasi Nursing and Maternity
174,174,10.48916,7.27909900000003,Nassarawa,Chikun,Nassarawa Health Center
175,175,10.4705363,7.39874560000004,Nassarawa,Chikun,Nassarawa Primary Health Center
176,176,10.4711829998781,7.39530099996085,Nassarawa,Chikun,Al Ramadan Nursing And Maternity Home Nassarawa
177,177,10.485619,7.28018000000003,Nassarawa,Chikun,Kadi Primary Health Center
178,178,10.4761010002197,7.3979659997716,Nassarawa,Chikun,Sanasi Nursing And Maternity Home
179,179,10.4733940003804,7.40263499994393,Nassarawa,Chikun,Ecwa Maternity Home
180,180,10.432261,7.52863300000007,Rido,Chikun,Maraban Rido Primary Health Center
181,181,10.465585,7.48239166700006,Rido,Chikun,Jaruwa Primary Health Center
182,182,10.509146,7.47463300000004,Rido,Chikun,Rido Primary Health Center
183,183,10.5259928,7.48959380000002,Rido,Chikun,Dan Honu A Primary Health Center
184,184,10.4044558000001,7.49652970000005,Rido,Chikun,Ridoi Primary Health Center
185,185,10.5381920004075,7.48432300044709,Rido,Chikun,Dan Bushiya Dispensary
186,186,10.5369916700001,7.48325166700005,Rido,Chikun,Dan Bushiya Primary Healthcare
187,187,10.4847420400001,7.46317882500006,Rido,Chikun,Babban Saura Primary Health Center
188,188,10.4718590000001,7.49280300000004,Rido,Chikun,Bagado Health Post
189,189,10.434603548,7.52576152400007,Rido,Chikun,Maraban Rido Primary Health Center
190,190,10.5259520000911,7.48954699999655,Rido,Chikun,Dan Honu A Dispensary Clinic
191,191,10.4672050001752,7.48462799965432,Rido,Chikun,Kamazou Health Clinic
192,192,10.478189999639,7.37903999991227,Sabon Gari Nassarawa,Chikun,Henlong Medical Clinic And Maternity
193,193,10.4791729,7.37374230000006,Sabon Gari Nassarawa,Chikun,Kuden Dan Primary Health Center
194,194,10.4600933300001,7.39532500000007,Sabon Gari Nassarawa,Chikun,Buruku Primary Health Center
195,195,10.4601000003477,7.39811199987076,Sabon Gari Nassarawa,Chikun,Nassarawa Primary Health Center
196,196,10.4641272000001,7.39319920000003,Sabon Gari Nassarawa,Chikun,Top Clinic
197,197,10.4790880002492,7.37377200033291,Sabon Gari Nassarawa,Chikun,Sabon Gari Primary Health Care Clinic
198,198,10.4641200000791,7.39302000041101,Sabon Gari Nassarawa,Chikun,Top Clinic And Maternity
199,199,10.4537170000108,7.45406299988684,Sabon Tasha,Chikun,Jefanel Hospital
200,200,10.4617500004688,7.46420999978125,Sabon Tasha,Chikun,Faith Clinic U Pama
201,201,10.4487129996108,7.451339000036,Sabon Tasha,Chikun,Endurance Maternity Home
202,202,10.4477419999511,7.45080099967049,Sabon Tasha,Chikun,Sabon Tasha Primary Health Center
203,203,10.4514800004908,7.46622000014696,Sabon Tasha,Chikun,Trinity Nursing And Maternity Home
204,204,10.4440600004493,7.45270299996281,Sabon Tasha,Chikun,Ag Lima County Clinic And Maternity
205,205,10.4533059997315,7.4564509995094,Sabon Tasha,Chikun,Nebina Special Clinic
206,206,10.4477146,7.45071580000007,Sabon Tasha,Chikun,Sabon Tasha Primary Health Center
207,207,10.4421600000001,7.48256000000003,Sabon Tasha,Chikun,Nnpc Clinic
208,208,10.4527620003619,7.45265899993291,Sabon Tasha,Chikun,Doctors Clinic
209,209,10.4438758000001,7.45277130000005,Sabon Tasha,Chikun,Ag Lima County Clinic and Maternity
210,210,10.4472339996059,7.43450199959608,Yelwa,Chikun,Cocin Clinic And Maternity
211,211,10.4452948000001,7.44271880000002,Yelwa,Chikun,Shamaki Health Center
212,212,10.4491199998873,7.43806500001699,Yelwa,Chikun,Trinity Hospital
213,213,10.4459829997559,7.43689200021998,Yelwa,Chikun,Ecwa Community Health Programe
214,214,10.433760000451,7.42855299955403,Yelwa,Chikun,Ejiro Home
215,215,10.43509800036,7.42258999950241,Yelwa,Chikun,Jassy Clinic Sarki Street
216,216,10.435247729,7.42067266700008,Yelwa,Chikun,Yelwa Primary Health Care
217,217,10.4490789998595,7.43502099994873,Yelwa,Chikun,Lecron Dental Clinic
218,218,10.4315909999772,7.42412599954605,Yelwa,Chikun,Gimo Clinic Bubasauri Road
219,219,10.4352250004463,7.4099569999189,Yelwa,Chikun,Mercy Home Clinic
220,220,11.3086379998894,7.53132900038548,Danmahawayi,Giwa,Ganuwa Health Facility
221,221,11.30858726,7.53135674200007,Danmahawayi,Giwa,Ganuwa Health Clinic
222,222,11.2761810010001,7.55012797000006,Danmahawayi,Giwa,Maje Health Clinic
223,223,11.2534230000001,7.54999900000007,Danmahawayi,Giwa,Gumaje Health Clinic
224,224,11.2769132548743,7.54945310784116,Danmahawayi,Giwa,Danmahawayi Health Post
225,225,11.2592411349432,7.59668361941984,Danmahawayi,Giwa,Madobi Health Clinic
226,226,11.298457,7.58113700000007,Danmahawayi,Giwa,Kuringa Health Post
227,227,11.27598748,7.55008601600002,Danmahawayi,Giwa,Danmahawayi Health Post
228,228,11.3086060000001,7.57711300000005,Danmahawayi,Giwa,Dan Mahawayi Primary Health Center
229,229,11.0215809998477,7.28491099995603,Galadimawa,Giwa,Madugu Health Clinic
230,230,11.0978900000001,7.26765600000004,Galadimawa,Giwa,Sada Health Post
231,231,11.1368560001716,7.28553300037862,Galadimawa,Giwa,Rafin Sarki Health Post
232,232,11.0564200000001,7.33419000000004,Galadimawa,Giwa,Mallam Ibrahim Dispensary
233,233,11.05976476,7.322733556,Galadimawa,Giwa,Primary Health Center Galadimawa
234,234,11.1085137783266,7.30893779912976,Galadimawa,Giwa,Makera Health Clinic
235,235,11.078136,7.28709100000003,Galadimawa,Giwa,Maje Primary Health Center
236,236,11.0597647600001,7.32273355600006,Galadimawa,Giwa,Galadimawa Primary Health Center
237,237,11.3649770000001,7.47757700000005,Gangara,Giwa,Dundubus Health Post
238,238,11.31686862,7.46816898500003,Gangara,Giwa,Madara Sarki Health Clinic
239,239,11.3169159995139,7.46819400048821,Gangara,Giwa,Madara Health Clinic
240,240,11.3379085330001,7.38463910800004,Gangara,Giwa,Gangara Primary Health Center
241,241,11.3524780270001,7.42749023400006,Gangara,Giwa,Makaurata Health Clinic
242,242,11.3066639995482,7.38060399997494,Gangara,Giwa,Tsabtawa Primary Health Clinic
243,243,11.346479,7.49784200000005,Gangara,Giwa,Gobawa Heath Clinic
244,244,11.2531410680205,7.46689355523325,Giwa,Giwa,Giwa Primary Health Center
245,245,11.3188066700001,7.42335833300007,Giwa,Giwa,Janbaba Health Clinic
246,246,11.3186649377815,7.44767919535851,Giwa,Giwa,Muje Dawa Health Clinic
247,247,11.2549230000001,7.46885600000007,Giwa,Giwa,Giwa Health Post
248,248,11.3401490002997,7.43570100041075,Giwa,Giwa,Wardanga Health Clinic
249,249,11.3188750409905,7.42330469671536,Giwa,Giwa,Health Clinic Janbaba
250,250,11.315571,7.45005000000003,Giwa,Giwa,Tsohon Giwa Primary Health Center
251,251,11.277324,7.41774900000007,Giwa,Giwa,Mujadawa Primary Health Center
252,252,11.163194403,7.29759796600007,Idasu,Giwa,Fatika Health Post
253,253,11.1804240000001,7.22836000000007,Idasu,Giwa,Idasu Gari Health Post
254,254,11.250982,7.23964500000005,Idasu,Giwa,Kaya Primary Health Center
255,255,11.1636760003946,7.20133600017073,Idasu,Giwa,Yalwan Nuhu South Health Post
256,256,11.113896999572,7.18939300005604,Idasu,Giwa,Nassarawa Mugaba Health Post
257,257,11.1001,7.194275,Idasu,Giwa,Doka Primary Health Clinic Doka
258,258,11.1657106000001,7.20199720000005,Idasu,Giwa,Mataha Health Post
259,259,11.146447,7.20382300000006,Idasu,Giwa,Jigo Ga Danko Health Post
260,260,11.175345,7.26429600000006,Idasu,Giwa,Ruheya Sarki Health Post
261,261,11.2193070001932,7.29860000025707,Idasu,Giwa,Dako Masallaci Health Post
262,262,11.152677,7.47125300000005,Kakangi,Giwa,Kuramaka Health Center
263,263,11.2434579996027,7.45714799998296,Kakangi,Giwa,Sabon Birni Health Post
264,264,11.23025928,7.40854517300005,Kakangi,Giwa,Doka Danmagaji Health Clinic
265,265,11.2492140000001,7.47773400000005,Kakangi,Giwa,Giwa Model Primary Health Center
266,266,11.179377,7.45354800000007,Kakangi,Giwa,Turawa Health Clinic
267,267,11.2031360002057,7.47411799951328,Kakangi,Giwa,Barin Malamai Health Post
268,268,11.0593859995344,7.39559900016332,Kidandan,Giwa,Rahama Sauki Chemist Iyatawa
269,269,10.96456800011,7.14353899990039,Kidandan,Giwa,Sabon Fili Primary Health Care
270,270,11.054319,7.19248100000004,Kidandan,Giwa,Kadandan Health Center
271,271,10.8875219997609,7.16439000006767,Kidandan,Giwa,Maidaro Health Clinic
272,272,10.81683,6.99932,Kidandan,Giwa,Layin Hassan Health Center
273,273,11.0101940001107,7.26748200011383,Kidandan,Giwa,Toroko Health Post
274,274,11.059856,7.39436600000005,Kidandan,Giwa,Iyatawa Health Clinic
275,275,11.070301,7.23290400000008,Kidandan,Giwa,Sabon Sara Health Post
276,276,11.1209111100001,7.62270837000005,Panhauya,Giwa,Panhauya Primary Health Center
277,277,11.160337,7.58667500000007,Panhauya,Giwa,Biye Dispensary
278,278,11.1208320002841,7.62284299956491,Panhauya,Giwa,Panhauya Primary Health Center
279,279,11.145677,7.56804300000005,Panhauya,Giwa,Bajimi Health Post
280,280,11.1276855470001,7.54730224600007,Panhauya,Giwa,Rafin Gora Health Clinic
281,281,11.1931040000001,7.53912500000007,Shika,Giwa,Tsibiri Health Post
282,282,11.1593935400001,7.49980879100002,Shika,Giwa,Tawatsu Health Post
283,283,11.2170400000001,7.53940000000006,Shika,Giwa,Guga Health Center
284,284,11.1966350000001,7.56884400000007,Shika,Giwa,Shika Primary Health Center
285,285,11.1593460004525,7.49970399989775,Shika,Giwa,Tawatsu Health Post
286,286,11.1754730000001,7.60604600000005,Shika,Giwa,Ahmadu Bello University Teaching Hospital
287,287,11.0110619997005,7.4922019998005,Wazata,Giwa,Wazata Primary Health Care
288,288,11.09908427,7.59179811900003,Wazata,Giwa,Rafin Yashi Health Clinic
289,289,11.1320279998912,7.51147399989492,Wazata,Giwa,Danza Health Clinic
290,290,11.0490029934301,7.47411361093293,Wazata,Giwa,Murai Health Clinic
291,291,11.096826,7.55921600000005,Wazata,Giwa,Kundum Health Post
292,292,11.094364549,7.50412447600007,Wazata,Giwa,Karaukarau Health Post
293,293,11.13220648,7.51146914200007,Wazata,Giwa,Wazata Health Care Center
294,294,11.022322,7.45226800000006,Wazata,Giwa,Kadage Health Clinic
295,295,11.0990370004754,7.5916770003891,Wazata,Giwa,Rafin Yashi Health Center
296,296,11.12321,7.55174000000005,Wazata,Giwa,Ung Gwari Health Center
297,297,11.01102644,7.49218427000005,Wazata,Giwa,Wazata Primary Health Center
298,298,11.215854,7.32731800000005,Yakawada,Giwa,Tashan Shari Primary Health Center
299,299,11.2704630000001,7.39363400000008,Yakawada,Giwa,Yakawada Primary Health Center
300,300,11.2041330000001,7.37522400000006,Yakawada,Giwa,Unguwar Gaga Health Post
301,301,11.2036200000001,7.34678000000002,Yakawada,Giwa,Hazo Health Post
302,302,11.249509,7.33122800000007,Yakawada,Giwa,Gwandawa Health Post
303,303,11.202436,7.41879400000005,Yakawada,Giwa,Dokan Waziri Health Post
304,304,11.264548,7.39385100000004,Yakawada,Giwa,Yakawada Comprehensive Health Center
305,305,11.1450068,7.38213420000005,Yakawada,Giwa,Durumi Health Post
306,306,10.7044760003897,7.29359299985504,Afaka,Igabi,Ifira Primary Health Center
307,307,10.5946729997838,7.40110599990504,Afaka,Igabi,Rahman Hospital
308,308,10.5860839999479,7.40077299967879,Afaka,Igabi,Damu Clinic
309,309,10.5937290001423,7.39998600014405,Afaka,Igabi,Bethel Clinic And Maternity
310,310,10.5943179995426,7.40569200002102,Afaka,Igabi,Mando Primary Health Center
311,311,10.6677029000001,7.38466890000007,Afaka,Igabi,Afaka Primary Health Center
312,312,10.67249,7.3447,Afaka,Igabi,Kutungare Primary Health Center
313,313,10.5929229995947,7.40512799963784,Afaka,Igabi,Accor Clinic
314,314,10.5892860001235,7.40373899969404,Afaka,Igabi,Maimuna Clinic Maternity
315,315,10.6677580004416,7.38475699979671,Afaka,Igabi,Afaka Primary Health Center
316,316,10.5919679999458,7.4069739998921,Afaka,Igabi,Annul Medical Center
